iter	MultiClass
130	1.009502133
131	1.008081859
132	1.00676265
133	1.006115365
134	1.004810343
135	1.003904521
136	1.002238579
137	1.000931949
138	0.9998421863
139	0.9986014895
140	0.9972299868
141	0.9954429185
142	0.9945562968
143	0.9939155594
144	0.9929495861
145	0.9929357404
146	0.9920566424
147	0.9911872947
148	0.9911659164
149	0.9897334723
150	0.9883953291
151	0.9876664399
152	0.9868356073
153	0.9858056215
154	0.9847009689
155	0.9840081818
156	0.9832078227
157	0.9820599177
158	0.9807849484
159	0.9798201298
160	0.9783707467
161	0.9777779398
162	0.9763651519
163	0.9762867368
164	0.9762719026
165	0.9757877615
166	0.9749175237
167	0.9739074379
168	0.973174435
169	0.9721350463
170	0.9713875387
171	0.9695542348
172	0.9688514357
173	0.9679201742
174	0.9670706069
175	0.9664008583
176	0.9647257071
177	0.9634114409
178	0.9625671812
179	0.9613279944
180	0.9607903793
181	0.9602314787
182	0.9590546217
183	0.9583466765
184	0.9573247042
185	0.9559112367
186	0.9545186464
187	0.9536858942
188	0.9526398195
189	0.9520168244
190	0.9507863549
191	0.949798299
192	0.9487481807
193	0.9477321315
194	0.9475517354
195	0.9463307691
196	0.9457004957
197	0.9449137693
198	0.9443954077
199	0.9437482684
200	0.9430513616
201	0.9422151678
202	0.9411241807
203	0.9411001737
204	0.9404308515
205	0.9397897228
206	0.9397732477
207	0.9392363435
208	0.9385254038
209	0.9379929278
210	0.9373112683
211	0.9364220782
212	0.9356655739
213	0.9350006453
214	0.9348958235
215	0.9343424238
216	0.9337239296
217	0.9326413897
218	0.9323777538
219	0.9320675432
220	0.9304200011
221	0.9293733715
222	0.9286074159
223	0.9274130253
224	0.9259301031
225	0.9249452521
226	0.9246766255
227	0.9240025813
228	0.9234609128
229	0.9222803426
230	0.9214847032
231	0.9206826241
232	0.9195271566
233	0.918663257
234	0.9176250751
235	0.9169563409
236	0.9157058395
237	0.9146876006
238	0.9140426351
239	0.9128408439
240	0.9121863357
241	0.9113381633
242	0.9102383159
243	0.9091380133
244	0.9090747868
245	0.9090658346
246	0.9086279897
247	0.9075607443
248	0.9068777592
249	0.9062206021
250	0.9051225175
251	0.9041977721
252	0.9033641468
253	0.902447966
254	0.9019312975
255	0.90079882
256	0.899611029
257	0.8985254586
258	0.8982046611
259	0.8974284796
260	0.8967025574
261	0.8953192593
262	0.8940927299
263	0.8935002621
264	0.8931980403
265	0.892283596
266	0.891725016
267	0.8917138733
268	0.8908636664
269	0.8903808433
270	0.8893916137
271	0.8890484852
272	0.8882457456
273	0.8882111036
274	0.8875849949
275	0.8870406228
276	0.8861723382
277	0.8852316371
278	0.8846416258
279	0.884188553
280	0.8840884844
281	0.8833038119
282	0.8826571308
283	0.881892096
284	0.8807647716
285	0.8803073663
286	0.8796801331
287	0.878815042
288	0.8780429747
289	0.8771511934
290	0.8760971652
291	0.875801612
292	0.8757931757
293	0.8751968496
294	0.8746629017
295	0.873537802
296	0.87221704
297	0.8714601963
298	0.87029196
299	0.8697250588
300	0.8686924138
301	0.8678206505
302	0.8672477751
303	0.8664264076
304	0.8652995093
305	0.8642632884
306	0.8628802252
307	0.8625041681
308	0.8619650031
309	0.8613190832
310	0.8611482005
311	0.8605272152
312	0.8595584356
313	0.8589036376
314	0.8584060763
315	0.8576988867
316	0.8569600108
317	0.8562195143
318	0.8558497294
319	0.8553699291
320	0.8546781778
321	0.8534745477
322	0.852460459
323	0.8515460485
324	0.8507958494
325	0.850283549
326	0.849576778
327	0.8494011903
328	0.8487131612
329	0.8476092398
330	0.8472881369
331	0.8467345067
332	0.8459166655
333	0.845329507
334	0.8440027591
335	0.8433774309
336	0.8429184279
337	0.8422012648
338	0.8416257238
339	0.8404364483
340	0.8398553192
341	0.8392031663
342	0.8388956394
343	0.8381214405
344	0.837539932
345	0.8367462355
346	0.8354504437
347	0.8343758459
348	0.833799956
349	0.8332047756
350	0.8326857875
351	0.8326795732
352	0.8325291566
353	0.832194916
354	0.8315238996
355	0.8307559878
356	0.8301739364
357	0.8293376221
358	0.828672063
359	0.8275857884
360	0.8263918646
361	0.8257070583
362	0.8256319261
363	0.825003256
364	0.8243954466
365	0.8234932233
366	0.8229537693
367	0.8224256723
368	0.8217291703
369	0.8210008219
370	0.8209954413
371	0.8200701626
372	0.8196874622
373	0.8193605794
374	0.8187741899
375	0.8178705629
376	0.8173707953
377	0.8169143327
378	0.8165555113
379	0.8157059714
380	0.8149003928
381	0.8140055567
382	0.8133994372
383	0.8127345513
384	0.8123683143
385	0.8121172909
386	0.8113305545
387	0.8107658195
388	0.8103481023
389	0.8103101983
390	0.8099018805
391	0.809385625
392	0.8091204638
393	0.808479735
394	0.8079527712
395	0.8072699501
396	0.8064834664
397	0.8058483458
398	0.8052615785
399	0.8047754806
400	0.8043183243
401	0.8035266553
402	0.8033928139
403	0.8027507102
404	0.8022203715
405	0.8018645348
406	0.8013896389
407	0.8010255494
408	0.8004253694
409	0.799832376
410	0.7997738762
411	0.7991475791
412	0.798229095
413	0.7979696118
414	0.7974252309
415	0.7969313867
416	0.7966891492
417	0.7959870402
418	0.7951216605
419	0.7942425839
420	0.7931767535
421	0.7917962335
422	0.7906963423
423	0.790130046
424	0.7896644372
425	0.7890946373
426	0.7879927325
427	0.7876734217
428	0.7872953958
429	0.7867447771
430	0.7863869229
431	0.7855326456
432	0.7850455945
433	0.783701297
434	0.7827610401
435	0.7827555506
436	0.7823200889
437	0.7813626578
438	0.7813148673
439	0.7805346048
440	0.7801016834
441	0.7793216975
442	0.7784458362
443	0.7781423402
444	0.7781375931
445	0.7777508226
446	0.776864165
447	0.7761739365
448	0.7757566123
449	0.7750431766
450	0.7744416827
451	0.7741292772
452	0.773853753
453	0.7732085549
454	0.7723439622
455	0.771396549
456	0.77080836
457	0.7704329332
458	0.7700998893
459	0.769704649
460	0.7688824053
461	0.7679451352
462	0.7671238464
463	0.7668501234
464	0.7665459547
465	0.7662834414
466	0.7657112549
467	0.7650395315
468	0.7643983702
469	0.7635745733
470	0.7629143211
471	0.762544081
472	0.7619213623
473	0.7612230561
474	0.7600033466
475	0.7590991553
476	0.7584637813
477	0.7582549342
478	0.7576800661
479	0.7573575827
480	0.7569082657
481	0.7565449952
482	0.7558955262
483	0.7550817069
484	0.7542805944
485	0.7538779565
486	0.7532822865
487	0.75309408
488	0.7527482469
489	0.7521896201
490	0.7508520559
491	0.7505125407
492	0.7497346337
493	0.7490532059
494	0.7485027178
495	0.7479945741
496	0.7475576423
497	0.7472850636
498	0.7469324802
499	0.7461510765
500	0.7454314664
501	0.7449263339
502	0.7445303698
503	0.744524953
504	0.7437823569
505	0.743339198
506	0.7424696858
507	0.7423370578
508	0.7420413364
509	0.7418870536
510	0.7415919868
511	0.7408942099
512	0.7404629822
513	0.7401345882
514	0.739446345
515	0.7392992805
516	0.7389239133
517	0.7389204649
518	0.7385393215
519	0.7375514317
520	0.7375482085
521	0.7369041262
522	0.7363282635
523	0.7356735065
524	0.7354431129
525	0.7350043469
526	0.7346240918
527	0.7338152
528	0.7338069503
529	0.7335823133
530	0.7326122973
531	0.7323033398
532	0.7315087483
533	0.7314018522
534	0.731160545
535	0.7299105256
536	0.7293349607
537	0.7279115877
538	0.7270717419
539	0.7265646168
540	0.7260240125
541	0.7250687768
542	0.7249498028
543	0.7246095809
544	0.7240283983
545	0.7238018745
546	0.7229694972
547	0.7223505353
548	0.7219932765
549	0.7217844693
550	0.7212451662
551	0.720443203
552	0.7198350138
553	0.7194731383
554	0.7186791868
555	0.7180278996
556	0.7179633224
557	0.717558752
558	0.7170800035
559	0.716723782
560	0.7167203304
561	0.7164743876
562	0.7161198368
563	0.715687566
564	0.714935155
565	0.7144263824
566	0.7140186148
567	0.7134958358
568	0.712605044
569	0.7116966507
570	0.7115912696
571	0.7114619552
572	0.7107696217
573	0.7103958101
574	0.7101770586
575	0.7095832165
576	0.7094337546
577	0.7089554082
578	0.70864556
579	0.7083510644
580	0.7077963352
581	0.7071367389
582	0.7068124904
583	0.7065279749
584	0.7056544545
585	0.7042976999
586	0.7040549855
587	0.7032903453
588	0.7023617839
589	0.7021105555
590	0.7013184655
591	0.7009243693
592	0.7004043053
593	0.7000595875
594	0.6995337521
595	0.6991665807
596	0.6986294606
597	0.698026855
598	0.6973496673
599	0.6966149003
600	0.6959879995
601	0.6956421645
602	0.6950420595
603	0.6943101076
604	0.6938621246
605	0.6934378708
606	0.6932872152
607	0.6931748999
608	0.6927053435
609	0.6926955506
610	0.6920174979
611	0.6912114415
612	0.6905629556
613	0.6903401047
614	0.6899072356
615	0.6892990673
616	0.6889122109
617	0.6887470378
618	0.6885534988
619	0.6880503606
620	0.6875721808
621	0.6871405422
622	0.6867346184
623	0.6860989667
624	0.6857003404
625	0.6852541913
626	0.6849595392
627	0.6845662705
628	0.6839781939
629	0.6838376368
630	0.6836654489
631	0.6828006401
632	0.6820738541
633	0.6814791164
634	0.6809115206
635	0.6805548745
636	0.6799769055
637	0.6793462267
638	0.6791890436
639	0.6786639829
640	0.6784020162
641	0.6777174759
642	0.6767900194
643	0.6767880845
644	0.6765952204
645	0.6761659805
646	0.6757492861
647	0.6757471805
648	0.6754749747
649	0.6747351117
650	0.6741631057
651	0.6736587774
652	0.6730727322
653	0.6730691045
654	0.6721802557
655	0.6721780401
656	0.6721181069
657	0.6714621296
658	0.671166198
659	0.6707477197
660	0.6704382952
661	0.6696802597
662	0.669246838
663	0.668677591
664	0.6686378578
665	0.6682706148
666	0.6679370554
667	0.6675862468
668	0.6670084624
669	0.6664390681
670	0.6658443216
671	0.665742369
672	0.6652153035
673	0.6648510531
674	0.6645089414
675	0.6638765888
676	0.6632263288
677	0.6632245964
678	0.6627510888
679	0.6620826168
680	0.661876635
681	0.6615006369
682	0.6611422441
683	0.6604236258
684	0.6602351849
685	0.6599997569
686	0.6596091601
687	0.6590606277
688	0.6587762895
689	0.6583425479
690	0.6580384405
691	0.6574980308
692	0.6567880455
693	0.6564072853
694	0.6561773509
695	0.6557155191
696	0.6545976686
697	0.6541129449
698	0.6539982854
699	0.6536091214
700	0.6533764167
701	0.6527709993
702	0.6523178136
703	0.6520875581
704	0.6519214388
705	0.6515081448
706	0.6513357778
707	0.6510162658
708	0.6508783796
709	0.6504821297
710	0.6501325532
711	0.6493114342
712	0.6489964634
713	0.648143354
714	0.6476697503
715	0.6472298298
716	0.6467847018
717	0.6462739938
718	0.6454571341
719	0.6446480407
720	0.6446221981
721	0.6444519023
722	0.6441617775
723	0.6436345265
724	0.6433658827
725	0.6429589398
726	0.6426863921
727	0.6421885349
728	0.6416847221
729	0.6412807968
730	0.6407919765
731	0.6403869904
732	0.640176317
733	0.6395527407
734	0.6390882301
735	0.6390861395
736	0.6386120696
737	0.6381947228
738	0.6377410881
739	0.6377054157
740	0.6375307898
741	0.6373227064
742	0.6368488117
743	0.6365877172
744	0.6360409032
745	0.6356923055
746	0.6352516333
747	0.6349270673
748	0.6342385425
749	0.6340002571
750	0.633445416
751	0.633084778
752	0.6326617857
753	0.6325656307
754	0.6321361325
755	0.6317928024
756	0.6311273748
757	0.6309231716
758	0.6302920864
759	0.6299768006
760	0.6294500065
761	0.6288999924
762	0.6283080882
763	0.6280477279
764	0.6276647261
765	0.6273552899
766	0.6264703037
767	0.626011814
768	0.6252771417
769	0.6251521848
770	0.6250022602
771	0.6249984164
772	0.6249960797
773	0.6245874734
774	0.6240428482
775	0.6237753872
776	0.6235201267
777	0.6233277345
778	0.6227537424
779	0.6225868655
780	0.6221875182
781	0.6218261136
782	0.6216039225
783	0.6214203832
784	0.6210600387
785	0.6207258472
786	0.620366175
787	0.6203350712
788	0.6200574408
789	0.6198359772
790	0.619703363
791	0.6190934036
792	0.6187053761
793	0.6183169422
794	0.6180072384
795	0.6178052692
796	0.6177750917
797	0.6174261531
798	0.6172237272
799	0.6169526543
800	0.6169512368
801	0.6166679193
802	0.6166667255
803	0.6161210996
804	0.6159851956
805	0.6155440547
806	0.6150360426
807	0.6144209561
808	0.6141098659
809	0.6138004604
810	0.6131523412
811	0.6127710299
812	0.6120264504
813	0.6117037746
814	0.611451688
815	0.6112174762
816	0.6108950838
817	0.6104872798
818	0.6101008582
819	0.6097121635
820	0.6096694384
821	0.6093982517
822	0.6091471494
823	0.6088106661
824	0.6087553571
825	0.6083893898
826	0.6081689747
827	0.6077610851
828	0.607482302
829	0.6068390669
830	0.6065797262
831	0.6060946781
832	0.6057051775
833	0.6056132936
834	0.6054199511
835	0.6048730707
836	0.6045393086
837	0.6041965708
838	0.603804579
839	0.6032672144
840	0.6029587109
841	0.6026365433
842	0.6021407066
843	0.6020353529
844	0.6017372079
845	0.6012571805
846	0.6010820233
847	0.6006678294
848	0.6000291002
849	0.5997518055
850	0.5993700995
851	0.5990225005
852	0.5982250971
853	0.597641148
854	0.5972677298
855	0.5968371428
856	0.5962536477
857	0.5959695865
858	0.5957880783
859	0.5953040078
860	0.5946809178
861	0.5944798997
862	0.5939347512
863	0.5937110371
864	0.5933921474
865	0.5925023429
866	0.5921153969
867	0.5911706687
868	0.5909507449
869	0.5903684251
870	0.5903201862
871	0.5899874914
872	0.5895646856
873	0.589293458
874	0.5890307592
875	0.5886619086
876	0.5881326429
877	0.5875067398
878	0.586981184
879	0.5868667317
880	0.5865426932
881	0.5862890407
882	0.5861924357
883	0.5859306068
884	0.5857188972
885	0.5853794357
886	0.58506497
887	0.5841574871
888	0.5834548669
889	0.5830497669
890	0.5823899914
891	0.5820224288
892	0.5817051401
893	0.5817038432
894	0.5815959297
895	0.5809960938
896	0.5806431371
897	0.5802485553
898	0.5795862534
899	0.5791746027
900	0.5788029222
901	0.5784111999
902	0.5780799423
903	0.5778692317
904	0.5773386531
905	0.5769724898
906	0.5766889586
907	0.5761554919
908	0.5757164416
909	0.5750704088
910	0.574685457
911	0.5742199598
912	0.5738093506
913	0.5729653703
914	0.5724219099
915	0.5719820459
916	0.5715627218
917	0.5711868643
918	0.5708281068
919	0.5705514786
920	0.5705478532
921	0.5703635068
922	0.5700899067
923	0.5697918857
924	0.5696111125
925	0.5693335761
926	0.5691416157
927	0.5689051036
928	0.5689037315
929	0.5682436044
930	0.5678719993
931	0.5675093562
932	0.5671618262
933	0.5670028731
934	0.566462289
935	0.5662087418
936	0.5656900497
937	0.5652227483
938	0.5646958281
939	0.5640251127
940	0.5637387914
941	0.56341442
942	0.5632433398
943	0.562806877
944	0.562374778
945	0.5618798358
946	0.5615862895
947	0.5612178418
948	0.5606536522
949	0.560573441
950	0.5601618967
951	0.559940583
952	0.5594352562
953	0.5592073978
954	0.5586305952
955	0.5582626009
956	0.5580886444
957	0.557436985
958	0.5568982493
959	0.5564754729
960	0.556468981
961	0.5560702491
962	0.5554555176
963	0.5549725807
964	0.5541767761
965	0.5538731275
966	0.5535153369
967	0.5532487479
968	0.5529365278
969	0.5524059838
970	0.552072248
971	0.5516774291
972	0.5512751042
973	0.5509344965
974	0.5508045871
975	0.5501809831
976	0.5499480654
977	0.549816194
978	0.5493231251
979	0.5490132431
980	0.5485041921
981	0.5480514663
982	0.5477165493
983	0.5474461649
984	0.5469712566
985	0.5466290394
986	0.5459727527
987	0.5456867453
988	0.5456545236
989	0.5451788848
990	0.5447322039
991	0.5445177051
992	0.5441017828
993	0.54380894
994	0.5434862539
995	0.5428072187
996	0.5425855326
997	0.5422126811
998	0.5416625389
999	0.541171998
1000	0.5406890668
1001	0.5404487133
1002	0.5401639401
1003	0.5399679059
1004	0.5398160455
1005	0.5396573215
1006	0.5394595626
1007	0.5392643669
1008	0.5389482966
1009	0.5384870616
1010	0.5382831441
1011	0.5379804143
1012	0.5374882228
1013	0.5373148836
1014	0.536868848
1015	0.5367180195
1016	0.5361204882
1017	0.5357609965
1018	0.53545976
1019	0.5353387841
1020	0.5349709477
1021	0.5347098228
1022	0.5342898823
1023	0.5338970476
1024	0.5334498317
1025	0.5330483516
1026	0.5324869446
1027	0.5320806255
1028	0.5317131496
1029	0.5314826146
1030	0.5312008906
1031	0.5311035698
1032	0.530745936
1033	0.5301533996
1034	0.5301515733
1035	0.5298268547
1036	0.529391912
1037	0.5291012425
1038	0.5287361082
1039	0.5284007494
1040	0.5281920698
1041	0.5277408243
1042	0.5273982244
1043	0.5273427313
1044	0.5271067602
1045	0.5270214381
1046	0.5266831457
1047	0.5262126803
1048	0.5259985183
1049	0.5257663652
1050	0.5255874122
1051	0.5252648759
1052	0.524844001
1053	0.5247281913
1054	0.5245880309
1055	0.5242444179
1056	0.5238992571
1057	0.5237319559
1058	0.5232838462
1059	0.5232271121
1060	0.5231240685
1061	0.522551886
1062	0.5224023885
1063	0.5216307274
1064	0.5212615501
1065	0.5209399817
1066	0.5203212328
1067	0.5203171057
1068	0.5199454823
1069	0.5196947242
1070	0.5194282835
1071	0.5187243762
1072	0.5177267455
1073	0.5171778683
1074	0.5169882291
1075	0.5165428459
1076	0.5162764892
1077	0.5157699955
1078	0.5152939998
1079	0.5149076952
1080	0.5144911616
1081	0.5142594809
1082	0.5141650331
1083	0.5137461575
1084	0.5133702706
1085	0.5130351126
1086	0.5127156064
1087	0.512172254
1088	0.5114741325
1089	0.5113794462
1090	0.5110591192
1091	0.5107776523
1092	0.5103647966
1093	0.5103332755
1094	0.5103318965
1095	0.5100294794
1096	0.5099056614
1097	0.5097558268
1098	0.5093179954
1099	0.5090000819
1100	0.5087386683
1101	0.508530329
1102	0.5080657126
1103	0.5078960931
1104	0.5076215792
1105	0.5076205453
1106	0.5073332554
1107	0.5067297782
1108	0.5065786123
1109	0.5062695026
1110	0.5058913988
1111	0.505135453
1112	0.5050037087
1113	0.5045864007
1114	0.5041245652
1115	0.503867674
1116	0.5035183515
1117	0.5032935967
1118	0.5032034268
1119	0.5024831752
1120	0.5022115907
1121	0.5019319091
1122	0.501567098
1123	0.5010256421
1124	0.5006989857
1125	0.5003992337
1126	0.5002070197
1127	0.4996667401
1128	0.4996657291
1129	0.4992295421
1130	0.49881963
1131	0.4983418898
1132	0.4980826531
1133	0.4977746487
1134	0.4973001116
1135	0.4969623539
1136	0.496692777
1137	0.4965855417
1138	0.4964551981
1139	0.4963302203
1140	0.4959299506
1141	0.4956060662
1142	0.4949732746
1143	0.4939357052
1144	0.4934863504
1145	0.4933445333
1146	0.4930704464
1147	0.4924594656
1148	0.491850382
1149	0.4913162781
1150	0.4910207702
1151	0.4904627594
1152	0.4904379426
1153	0.4901368684
1154	0.4897360805
1155	0.4896245913
1156	0.4890869199
1157	0.4889974299
1158	0.4887738662
1159	0.4883959776
1160	0.4881087053
1161	0.4878935987
1162	0.4875924266
1163	0.487369323
1164	0.4871328866
1165	0.48701125
1166	0.4868010531
1167	0.4865387298
1168	0.4862212504
1169	0.4858995573
1170	0.4853468859
1171	0.4851920971
1172	0.484988297
1173	0.484443535
1174	0.4843100189
1175	0.484116968
1176	0.4837553578
1177	0.483520405
1178	0.4831471051
1179	0.4828304254
1180	0.4826127507
1181	0.4825275863
1182	0.4818818946
1183	0.4815782114
1184	0.481098177
1185	0.480757138
1186	0.4804179576
1187	0.4803510646
1188	0.4800130425
1189	0.4798431765
1190	0.4794660313
1191	0.4789413336
1192	0.4788021631
1193	0.4788015258
1194	0.4786406265
1195	0.4784339169
1196	0.4781825131
1197	0.4780792392
1198	0.4779555171
1199	0.4778058504
1200	0.4777115211
1201	0.4773097494
1202	0.4769492774
1203	0.4768237368
1204	0.4766096156
1205	0.4761217961
1206	0.4757177742
1207	0.4750684579
1208	0.4746094063
1209	0.4744854137
1210	0.4742099439
1211	0.4737932497
1212	0.4735665291
1213	0.4732229019
1214	0.4727093738
1215	0.4723515076
1216	0.471937479
1217	0.4718333734
1218	0.4716536526
1219	0.4715790684
1220	0.4713825792
1221	0.4708250802
1222	0.4706256264
1223	0.4703563566
1224	0.4701738837
1225	0.4698988942
1226	0.469660687
1227	0.4693116302
1228	0.4689856865
1229	0.468731525
1230	0.4687306788
1231	0.4686619182
1232	0.4683668342
1233	0.4680943157
1234	0.46790109
1235	0.4677135023
1236	0.4676692273
1237	0.4675476584
1238	0.4670677027
1239	0.4667831201
1240	0.4664820435
1241	0.4661156137
1242	0.4656166117
1243	0.4652555068
1244	0.464867108
1245	0.4645485228
1246	0.4640521239
1247	0.4638350552
1248	0.46369652
1249	0.4633046626
1250	0.4632171191
1251	0.463044202
1252	0.4626714207
1253	0.4623896796
1254	0.4621822554
1255	0.4619357221
1256	0.4616122118
1257	0.4613306905
1258	0.4608369287
1259	0.4606451256
1260	0.4605583726
1261	0.4604760958
1262	0.4600683738
1263	0.4598867984
1264	0.4595610621
1265	0.4592790532
1266	0.4591394517
1267	0.4590074255
1268	0.4589013613
1269	0.4585699844
1270	0.4585693204
1271	0.4584544442
1272	0.4582113176
1273	0.4581358998
1274	0.4578495439
1275	0.4576840745
1276	0.4573088186
1277	0.4568575126
1278	0.4563341026
1279	0.4560675092
1280	0.4558661842
1281	0.455545181
1282	0.4552968269
1283	0.4551681292
1284	0.455045047
1285	0.4548598307
1286	0.4543403736
1287	0.4540749607
1288	0.4537070748
1289	0.4535140942
1290	0.4531441428
1291	0.452752261
1292	0.4524906532
1293	0.4521563831
1294	0.4519123873
1295	0.4514865354
1296	0.451032744
1297	0.4510072761
1298	0.4508850565
1299	0.4504353411
1300	0.4501522356
1301	0.4497295307
1302	0.4495266055
1303	0.4492476192
1304	0.4489484714
1305	0.4487988303
1306	0.4486524008
1307	0.4483316948
1308	0.447877527
1309	0.4471954541
1310	0.4471141344
1311	0.4467620919
1312	0.4462991516
1313	0.4458801627
1314	0.4456904993
1315	0.4454802678
1316	0.4453221508
1317	0.4449670819
1318	0.4447827886
1319	0.444637608
1320	0.4439633889
1321	0.443382989
1322	0.4432062559
1323	0.4432053098
1324	0.4431372792
1325	0.4428961983
1326	0.4427334743
1327	0.4422572791
1328	0.4417684287
1329	0.4413995304
1330	0.4411781519
1331	0.4410248864
1332	0.4408311107
1333	0.440555584
1334	0.440378617
1335	0.4402287936
1336	0.4399806557
1337	0.4397165017
1338	0.4397134709
1339	0.4394918431
1340	0.439330629
1341	0.4386862985
1342	0.4383306948
1343	0.4378109602
1344	0.4376289743
1345	0.4371843171
1346	0.4368465567
1347	0.4367832775
1348	0.4362286359
1349	0.4359011292
1350	0.4356645175
1351	0.4355664697
1352	0.4352059828
1353	0.4349183667
1354	0.4346066003
1355	0.4343630829
1356	0.4343622748
1357	0.4340414137
1358	0.4336871627
1359	0.4335511644
1360	0.4333319432
1361	0.4332013612
1362	0.4328323461
1363	0.4326762504
1364	0.4324082091
1365	0.4319812992
1366	0.4316151572
1367	0.4313706887
1368	0.4311535019
1369	0.4310689871
1370	0.4308973693
1371	0.4306825026
1372	0.4303865823
1373	0.4303734944
1374	0.4301769536
1375	0.4300327715
1376	0.4298043675
1377	0.4297312033
1378	0.429436307
1379	0.4292877254
1380	0.429136036
1381	0.4289881216
1382	0.4287887631
1383	0.4287678949
1384	0.4285776902
1385	0.4285047624
1386	0.4280911961
1387	0.4279210997
1388	0.4276884599
1389	0.4273776243
1390	0.4273768271
1391	0.4272504693
1392	0.4271294132
1393	0.4268460795
1394	0.4264726545
1395	0.4260973039
1396	0.4257743796
1397	0.4254473468
1398	0.4251432627
1399	0.4250252206
1400	0.4247901877
1401	0.4246289144
1402	0.4242402078
1403	0.4236852285
1404	0.4236408922
1405	0.4232717632
1406	0.4230096219
1407	0.4224882261
1408	0.4222717868
1409	0.4222712963
1410	0.4221548231
1411	0.4219503434
1412	0.4216975105
1413	0.4216968945
1414	0.4213779196
1415	0.4212131573
1416	0.4211464299
1417	0.4208887921
1418	0.4205081209
1419	0.4202326561
1420	0.4201780589
1421	0.4201083816
1422	0.4196299658
1423	0.4192632538
1424	0.4191393794
1425	0.4187723908
1426	0.4185631127
1427	0.4185506542
1428	0.418409019
1429	0.4179364649
1430	0.4177456153
1431	0.4175282255
1432	0.4172252185
1433	0.4169225928
1434	0.4164106189
1435	0.4163124155
1436	0.4163117947
1437	0.4161725331
1438	0.4157631133
1439	0.4153418443
1440	0.4152312508
1441	0.4149792148
1442	0.4146980188
1443	0.4142073157
1444	0.4137666115
1445	0.4131926064
1446	0.4130579951
1447	0.4127125936
1448	0.4124313983
1449	0.4120956085
1450	0.4119228402
1451	0.4117225945
1452	0.4115635733
1453	0.4114710663
1454	0.4111468871
1455	0.4107843373
1456	0.4103237751
1457	0.4098502045
1458	0.4095790874
1459	0.4094671513
1460	0.4093328301
1461	0.4090110615
1462	0.4089978212
1463	0.4086311465
1464	0.4085099089
1465	0.4083660429
1466	0.4083242665
1467	0.4081110261
1468	0.4077139025
1469	0.407374651
1470	0.4069361208
1471	0.4067803389
1472	0.406587424
1473	0.406432682
1474	0.4062598908
1475	0.4060372961
1476	0.4057358244
1477	0.4053890812
1478	0.4052224053
1479	0.404583625
1480	0.4044679983
1481	0.404225968
1482	0.4040364829
1483	0.4035189962
1484	0.4032304821
1485	0.4029058069
1486	0.4024813702
1487	0.4022100444
1488	0.4020462071
1489	0.4018618716
1490	0.4016272242
1491	0.4012159596
1492	0.401093861
1493	0.4009810132
1494	0.4007622757
1495	0.4004571023
1496	0.4001384017
1497	0.399894006
1498	0.3995045963
1499	0.3991934037
1500	0.3989207192
1501	0.398634938
1502	0.3982880542
1503	0.3980966532
1504	0.39784027
1505	0.3972733501
1506	0.3969648808
1507	0.3967507072
1508	0.3962955155
1509	0.3959486217
1510	0.3957415153
1511	0.395631119
1512	0.395459777
1513	0.395108838
1514	0.3948514915
1515	0.3944846511
1516	0.3941945927
1517	0.3940268948
1518	0.3939330478
1519	0.393853849
1520	0.3934728185
1521	0.3933542711
1522	0.3929266244
1523	0.3924711456
1524	0.3923010249
