iter	Passed	Remaining
433	162033	3571449
434	162396	3570854
435	162758	3570233
436	163052	3568124
437	163421	3567665
438	163708	3565414
439	164080	3565017
440	164421	3563966
441	164758	3562800
442	165124	3562283
443	165529	3562615
444	165827	3560636
445	166134	3558855
446	166545	3559314
447	166944	3559489
448	167243	3557554
449	167595	3556748
450	167959	3556188
451	168259	3554290
452	168708	3555542
453	169043	3554374
454	169409	3553872
455	169937	3556769
456	170409	3558454
457	170849	3559496
458	171303	3560792
459	171759	3562142
460	172182	3562786
461	172563	3562574
462	172991	3563323
463	173346	3562560
464	173775	3563342
465	174134	3562665
466	174469	3561496
467	174808	3560417
468	175159	3559590
469	175496	3558475
470	175847	3557637
471	176237	3557617
472	176515	3555314
473	176829	3553741
474	177193	3553199
475	177567	3552839
476	177864	3550947
477	178168	3549213
478	178517	3548367
479	178778	3545769
480	179133	3545050
481	179410	3542789
482	179765	3542089
483	180166	3542290
484	180535	3541836
485	180972	3542743
486	181321	3541909
487	181646	3540611
488	181973	3539359
489	182327	3538649
490	182715	3538570
491	182998	3536492
492	183324	3535231
493	183658	3534126
494	183989	3532964
495	184403	3533409
496	184718	3531943
497	185056	3530945
498	185390	3529844
499	185717	3528641
500	186075	3528006
501	186470	3528073
502	186788	3526709
503	187055	3524355
504	187393	3523370
505	187803	3523727
506	188237	3524531
507	188592	3523861
508	188955	3523334
509	189249	3521534
510	189593	3520651
511	189982	3520618
512	190305	3519362
513	190665	3518775
514	190973	3517254
515	191273	3515574
516	191571	3513879
517	191917	3513059
518	192219	3511437
519	192561	3510550
520	192880	3509243
521	193168	3507368
522	193539	3507033
523	193901	3506510
524	194178	3504465
525	194510	3503403
526	194820	3501967
527	195170	3501235
528	195428	3498872
529	195754	3497725
530	196071	3496428
531	196425	3495787
532	196789	3495320
533	197091	3493769
534	197414	3492569
535	197788	3492294
536	198126	3491378
537	198485	3490841
538	198863	3490619
539	199249	3490547
540	199543	3488877
541	199942	3489032
542	200238	3487399
543	200544	3485939
544	200905	3485432
545	201178	3483410
546	201582	3483650
547	201908	3482556
548	202268	3482045
549	202577	3480645
550	202932	3480060
551	203306	3479775
552	203695	3479774
553	203991	3478163
554	204375	3478067
555	204735	3477549
556	205027	3475895
557	205341	3474619
558	205701	3474113
559	206046	3473357
560	206300	3471069
561	206635	3470148
562	206923	3468444
563	207304	3468305
564	207703	3468459
565	208025	3467340
566	208386	3466857
567	208725	3466014
568	209119	3466097
569	209533	3466489
570	209821	3464813
571	210148	3463768
572	210471	3462683
573	210809	3461828
574	211261	3462850
575	211626	3462446
576	211888	3460352
577	212288	3460520
578	212591	3459110
579	213004	3459479
580	213358	3458900
581	213666	3457574
582	213985	3456434
583	214278	3454874
584	214792	3456867
585	215167	3456638
586	215453	3454961
587	215869	3455382
588	216232	3454951
589	216530	3453471
590	216868	3452650
591	217185	3451487
592	217533	3450818
593	217843	3449548
594	218197	3448983
595	218507	3447721
596	218803	3446245
597	219145	3445492
598	219511	3445119
599	219868	3444602
600	220245	3444403
601	220598	3443835
602	220951	3443258
603	221267	3442101
604	221633	3441734
605	222010	3441531
606	222296	3439921
607	222671	3439695
608	223014	3438966
609	223314	3437581
610	223659	3436884
611	224059	3437044
612	224436	3436850
613	224724	3435291
614	225069	3434598
615	225472	3434792
616	225828	3434269
617	226133	3432983
618	226446	3431813
619	226802	3431305
620	227083	3429655
621	227480	3429755
622	227824	3429073
623	228139	3427939
624	228414	3426213
625	228845	3426840
626	229169	3425842
627	229617	3426714
628	230174	3429194
629	230591	3429590
630	230995	3429782
631	231425	3430368
632	231752	3429418
633	232080	3428496
634	232478	3428604
635	232817	3427833
636	233325	3429552
637	233730	3429753
638	234011	3428144
639	234340	3427227
640	234722	3427095
641	235081	3426621
642	235391	3425439
643	235718	3424507
644	236015	3423145
645	236346	3422274
646	236674	3421349
647	236994	3420325
648	237361	3419980
649	237661	3418669
650	238053	3418678
651	238369	3417603
652	238683	3416505
653	238934	3414502
654	239387	3415376
655	239624	3413186
656	239884	3411326
657	240243	3410874
658	240573	3410017
659	240900	3409107
660	241175	3407464
661	241594	3407870
662	241953	3407425
663	242320	3407091
664	242669	3406498
665	242992	3405537
666	243271	3403975
667	243579	3402819
668	243943	3402447
669	244243	3401182
670	244569	3400286
671	244885	3399244
672	245232	3398638
673	245532	3397378
674	245829	3396094
675	246207	3395909
676	246506	3394649
677	246751	3392646
678	247133	3392534
679	247526	3392563
680	247777	3390663
681	248102	3389759
682	248572	3390846
683	248907	3390095
684	249202	3388786
685	249550	3388214
686	249859	3387104
687	250197	3386397
688	250527	3385580
689	250871	3384952
690	251205	3384190
691	251580	3383980
692	251934	3383477
693	252254	3382540
694	252516	3380815
695	252880	3380459
696	253283	3380622
697	253609	3379764
698	253925	3378772
699	254250	3377896
700	254507	3376133
701	254807	3374931
702	255373	3377253
703	255789	3377586
704	256242	3378397
705	256764	3380132
706	257121	3379670
707	257497	3379473
708	257824	3378628
709	258143	3377684
710	258431	3376328
711	258880	3377080
712	259184	3375939
713	259484	3374756
714	259869	3374672
715	260237	3374363
716	260511	3372847
717	260910	3372939
718	261326	3373252
719	261645	3372316
720	261891	3370440
721	262213	3369558
722	262538	3368695
723	262895	3368264
724	263261	3367927
725	263617	3367483
726	263910	3366219
727	264249	3365553
728	264541	3364289
729	264870	3363486
730	265191	3362601
731	265610	3362942
732	266010	3363060
733	266362	3362550
734	266716	3362078
735	267053	3361394
736	267392	3360732
737	267733	3360091
738	268041	3359043
739	268321	3357647
740	268604	3356281
741	269033	3356760
742	269421	3356710
743	269739	3355787
744	270089	3355273
745	270472	3355168
746	270780	3354126
747	271121	3353500
748	271503	3353372
749	271788	3352061
750	272253	3352960
751	272887	3355935
752	273603	3359908
753	274179	3362157
754	274683	3363509
755	275182	3364794
756	275645	3365643
757	276183	3367403
758	276792	3370011
759	277297	3371358
760	277886	3373710
761	278518	3376577
762	279321	3381513
763	280523	3391245
764	281064	3392976
765	281510	3393561
766	281930	3393823
767	282277	3393216
768	282721	3393755
769	283090	3393414
770	283349	3391735
771	283596	3389936
772	283929	3389159
773	284239	3388106
774	284575	3387368
775	284873	3386177
776	285233	3385723
777	285502	3384192
778	285829	3383359
779	286149	3382434
780	286484	3381689
781	286802	3380744
782	287155	3380217
783	287547	3380144
784	287831	3378815
785	288102	3377321
786	288411	3376279
787	288763	3375747
788	289085	3374863
789	289355	3373373
790	289662	3372319
791	290035	3372029
792	290374	3371345
793	290677	3370249
794	291054	3370006
795	291355	3368884
796	291601	3367135
797	291908	3366088
798	292257	3365530
799	292532	3364128
800	292775	3362345
801	293070	3361177
802	293516	3361734
803	293982	3362516
804	294371	3362420
805	295106	3366268
806	295658	3368019
807	296122	3368761
808	296432	3367751
809	296732	3366633
810	297182	3367215
811	297456	3365798
812	297795	3365126
813	298067	3363697
814	298500	3364082
815	298757	3362491
816	299080	3361638
817	299456	3361383
818	299774	3360478
819	300103	3359693
820	300355	3358050
821	300742	3357919
822	301027	3356662
823	301329	3355580
824	301588	3354029
825	302020	3354399
826	302302	3353113
827	302602	3352021
828	302884	3350722
829	303277	3350673
830	303661	3350508
831	303957	3349383
832	304342	3349231
833	304592	3347594
834	304887	3346455
835	305218	3345717
836	305601	3345552
837	305889	3344345
838	306193	3343310
839	306632	3343758
840	306984	3343249
841	307282	3342152
842	307577	3341032
843	307996	3341250
844	308356	3340830
845	308654	3339746
846	309021	3339401
847	309341	3338552
848	309669	3337788
849	309946	3336484
850	310325	3336267
851	310637	3335338
852	310977	3334712
853	311398	3334956
854	311713	3334058
855	312005	3332914
856	312318	3332000
857	312728	3332128
858	313199	3332889
859	313699	3333969
860	314196	3335010
861	314559	3334618
862	315054	3335636
863	315343	3334460
864	315657	3333559
865	315986	3332823
866	316412	3333096
867	316778	3332738
868	317072	3331638
869	317470	3331613
870	317731	3330161
871	318033	3329136
872	318363	3328407
873	318741	3328182
874	319065	3327393
875	319367	3326382
876	319814	3326871
877	320137	3326074
878	320464	3325323
879	320771	3324361
880	321114	3323775
881	321439	3322998
882	321707	3321639
883	322133	3321907
884	322446	3321018
885	322746	3319987
886	323117	3319690
887	323520	3319724
888	323869	3319209
889	324173	3318225
890	324580	3318295
891	324879	3317263
892	325187	3316326
893	325510	3315549
894	325783	3314259
895	326145	3313866
896	326459	3312998
897	326875	3313159
898	327224	3312651
899	327551	3311905
900	327944	3311843
901	328314	3311532
902	328625	3310637
903	328989	3310274
904	329302	3309401
905	329633	3308708
906	329963	3308001
907	330342	3307788
908	330655	3306915
909	330974	3306109
910	331393	3306298
911	331708	3305446
912	332018	3304550
913	332438	3304743
914	332769	3304051
915	333109	3303461
916	333563	3303991
917	333855	3302917
918	334245	3302809
919	334546	3301832
920	334887	3301236
921	335223	3300603
922	335566	3300042
923	335959	3299968
924	336247	3298856
925	336565	3298050
926	336836	3296785
927	337202	3296449
928	337435	3294809
929	337767	3294138
930	338070	3293194
931	338494	3293420
932	338802	3292524
933	339108	3291606
934	339545	3291957
935	339820	3290739
936	340167	3290223
937	340497	3289536
938	340884	3289409
939	341187	3288466
940	341532	3287934
941	341960	3288196
942	342270	3287318
943	342589	3286535
944	342900	3285673
945	343293	3285600
946	343596	3284663
947	343889	3283638
948	344298	3283717
949	344556	3282352
950	344886	3281684
951	345214	3280983
952	345559	3280459
953	345861	3279517
954	346243	3279343
955	346653	3279425
956	346945	3278397
957	347285	3277821
958	347713	3278077
959	348041	3277394
960	348298	3276033
961	348651	3275585
962	349063	3275688
963	349446	3275514
964	349779	3274875
965	350155	3274640
966	350458	3273729
967	350786	3273036
968	351198	3273144
969	351527	3272469
970	351814	3271400
971	352119	3270510
972	352698	3272154
973	353149	3272614
974	353577	3272858
975	354066	3273668
976	354470	3273680
977	354895	3273891
978	355221	3273186
979	355516	3272204
980	355932	3272328
981	356310	3272103
982	356636	3271407
983	356955	3270636
984	357360	3270668
985	357704	3270133
986	358115	3270211
987	358519	3270222
988	358787	3268992
989	359114	3268300
990	359465	3267832
991	359790	3267133
992	360117	3266442
993	360449	3265803
994	360852	3265804
995	361249	3265757
996	361537	3264716
997	361943	3264741
998	362288	3264224
999	362646	3263817
1000	362995	3263332
1001	363406	3263401
1002	363718	3262585
1003	364018	3261663
1004	364360	3261116
1005	364748	3260985
1006	365031	3259910
1007	365369	3259326
1008	365756	3259185
1009	366068	3258374
1010	366354	3257332
1011	366754	3257298
1012	367261	3258221
1013	367701	3258548
1014	368298	3260257
1015	368691	3260157
1016	369246	3261499
1017	369578	3260856
1018	369902	3260148
1019	370266	3259795
1020	370568	3258898
1021	370878	3258072
1022	371250	3257785
1023	371586	3257190
1024	371930	3256656
1025	372268	3256079
1026	372689	3256228
1027	373038	3255742
1028	373413	3255487
1029	373799	3255319
1030	374148	3254839
1031	374440	3253858
1032	374790	3253385
1033	375199	3253419
1034	375451	3252099
1035	375763	3251294
1036	376188	3251469
1037	376506	3250722
1038	376843	3250141
1039	377326	3250810
1040	377736	3250854
1041	378155	3250974
1042	378740	3252517
1043	379108	3252196
1044	379465	3251781
1045	379833	3251463
1046	380161	3250795
1047	380486	3250112
1048	380854	3249790
1049	381184	3249140
1050	381470	3248129
1051	381783	3247333
1052	382201	3247443
1053	382483	3246396
1054	382765	3245344
1055	383156	3245222
1056	383571	3245296
1057	383879	3244468
1058	384239	3244084
1059	384596	3243669
1060	384876	3242612
1061	385228	3242160
1062	385664	3242412
1063	386029	3242065
1064	386325	3241145
1065	386701	3240894
1066	387076	3240631
1067	387335	3239404
1068	387678	3238873
1069	388080	3238841
1070	388398	3238107
1071	388915	3239024
1072	389582	3241193
1073	390067	3241845
1074	390584	3242756
1075	390909	3242074
1076	391272	3241711
1077	391761	3242388
1078	392130	3242075
1079	392466	3241482
1080	392947	3242091
1081	393250	3241224
1082	393509	3240005
1083	393824	3239239
1084	394236	3239283
1085	394529	3238336
1086	394858	3237698
1087	395314	3238091
1088	395671	3237676
1089	395940	3236542
1090	396311	3236243
1091	396620	3235433
1092	396917	3234532
1093	397172	3233288
1094	397508	3232704
1095	397838	3232070
1096	398108	3230954
1097	398393	3229959
1098	398808	3230019
1099	399091	3229012
1100	399385	3228094
1101	399741	3227677
1102	400085	3227164
1103	400385	3226293
1104	400704	3225582
1105	401040	3225000
1106	401328	3224040
1107	401698	3223738
1108	401970	3222651
1109	402327	3222245
1110	402614	3221281
1111	402985	3220988
1112	403372	3220822
1113	403674	3219972
1114	403976	3219132
1115	404326	3218668
1116	404669	3218157
1117	404981	3217393
1118	405271	3216459
1119	405717	3216759
1120	406033	3216032
1121	406352	3215329
1122	406734	3215124
1123	407074	3214586
1124	407381	3213789
1125	407724	3213277
1126	408123	3213203
1127	408477	3212777
1128	408731	3211564
1129	409165	3211764
1130	409568	3211724
1131	409923	3211311
1132	410272	3210840
1133	410591	3210143
1134	410933	3209628
1135	411377	3209902
1136	411853	3210428
1137	412294	3210677
1138	412756	3211093
1139	413133	3210846
1140	413518	3210660
1141	413948	3210816
1142	414316	3210500
1143	414728	3210522
1144	415166	3210741
1145	415461	3209857
1146	415740	3208847
1147	416118	3208607
1148	416618	3209304
1149	416961	3208790
1150	417415	3209133
1151	418152	3211646
1152	418450	3210782
1153	418881	3210942
1154	419228	3210457
1155	419551	3209786
1156	419940	3209619
1157	420282	3209097
1158	420589	3208308
1159	420934	3207810
1160	421282	3207333
1161	421613	3206733
1162	421975	3206357
1163	422293	3205653
1164	422666	3205370
1165	422921	3204195
1166	423389	3204626
1167	423867	3205132
1168	424278	3205137
1169	424804	3206000
1170	425328	3206849
1171	425675	3206366
1172	426033	3205968
1173	426389	3205547
1174	426711	3204875
1175	427100	3204707
1176	427471	3204404
1177	427763	3203504
1178	428301	3204450
1179	428690	3204276
1180	428992	3203460
1181	429314	3202788
1182	429727	3202798
1183	430063	3202232
1184	430451	3202053
1185	430801	3201589
1186	431112	3200837
1187	431380	3199765
1188	431816	3199948
1189	432113	3199094
1190	432442	3198475
1191	432840	3198368
1192	433169	3197756
1193	433429	3196634
1194	433723	3195763
1195	434187	3196142
1196	434504	3195440
1197	434794	3194538
1198	435215	3194602
1199	435690	3195060
1200	436155	3195450
1201	436706	3196457
1202	437160	3196760
1203	437588	3196866
1204	437946	3196466
1205	438297	3196007
1206	438606	3195247
1207	439049	3195466
1208	439425	3195193
1209	439715	3194294
1210	440094	3194043
1211	440452	3193642
1212	440781	3193028
1213	441146	3192679
1214	441510	3192321
1215	441816	3191545
1216	442181	3191192
1217	442508	3190566
1218	442796	3189661
1219	443093	3188820
1220	443475	3188592
1221	443823	3188116
1222	444105	3187176
1223	444399	3186314
1224	444765	3185971
1225	445090	3185335
1226	445391	3184532
1227	445741	3184075
1228	446125	3183859
1229	446463	3183323
1230	446742	3182359
1231	447067	3181728
1232	447428	3181350
1233	447973	3182281
1234	448563	3183530
1235	449034	3183928
1236	449500	3184292
1237	449884	3184078
1238	450234	3183620
1239	450651	3183636
1240	450995	3183134
1241	451300	3182358
1242	451706	3182294
1243	452097	3182125
1244	452454	3181718
1245	452821	3181379
1246	453237	3181389
1247	453550	3180668
1248	453880	3180071
1249	454252	3179770
1250	454555	3178984
1251	454907	3178536
1252	455278	3178228
1253	455629	3177779
1254	455949	3177117
1255	456300	3176663
1256	456671	3176355
1257	457011	3175829
1258	457490	3176267
1259	457788	3175454
1260	458097	3174712
1261	458627	3175505
1262	459047	3175531
1263	459448	3175430
1264	460013	3176454
1265	460460	3176670
1266	460749	3175787
1267	461163	3175769
1268	461447	3174859
1269	461795	3174387
1270	462110	3173690
1271	462407	3172872
1272	462742	3172309
1273	463017	3171343
1274	463467	3171570
1275	463774	3170824
1276	464111	3170277
1277	464541	3170367
1278	464871	3169775
1279	465172	3168987
1280	465614	3169161
1281	465917	3168387
1282	466304	3168181
1283	466625	3167527
1284	466977	3167091
1285	467283	3166336
1286	467639	3165924
1287	468030	3165749
1288	468404	3165453
1289	468697	3164619
1290	469161	3164933
1291	469643	3165370
1292	470143	3165925
1293	470650	3166521
1294	471132	3166955
1295	471623	3167445
1296	472006	3167213
1297	472298	3166362
1298	472646	3165893
1299	473045	3165766
1300	473385	3165243
1301	473829	3165414
1302	474169	3164890
1303	474486	3164214
1304	474799	3163507
1305	475197	3163376
1306	475518	3162727
1307	475820	3161952
1308	476166	3161466
1309	476617	3161680
1310	476904	3160813
1311	477215	3160099
1312	477658	3160260
1313	477999	3159744
1314	478280	3158830
1315	478646	3158482
1316	478980	3157923
1317	479346	3157575
1318	479668	3156938
1319	480025	3156531
1320	480369	3156036
1321	480986	3157339
1322	481382	3157184
1323	481725	3156686
1324	482210	3157117
1325	482663	3157334
1326	482969	3156589
1327	483306	3156047
1328	483699	3155877
1329	484049	3155419
1330	484339	3154571
1331	484735	3154418
1332	485060	3153800
1333	485374	3153115
1334	485673	3152332
1335	486041	3151993
1336	486367	3151385
1337	486671	3150632
1338	487070	3150499
1339	487501	3150567
1340	487915	3150529
1341	488516	3151697
1342	488862	3151213
1343	489234	3150902
1344	489619	3150676
1345	489956	3150135
1346	490267	3149433
1347	490570	3148677
1348	491269	3150461
1349	491732	3150729
1350	492368	3152103
1351	492803	3152193
1352	493867	3156299
1353	494558	3158014
1354	494968	3157938
1355	495328	3157536
1356	495572	3156397
1357	496249	3158018
1358	496614	3157650
1359	497005	3157448
1360	497440	3157520
1361	497823	3157265
1362	498153	3156680
1363	498504	3156221
1364	498888	3155970
1365	499229	3155451
1366	499636	3155351
1367	500030	3155164
1368	500320	3154319
1369	500579	3153283
1370	501029	3153450
1371	501432	3153321
1372	501818	3153087
1373	502142	3152462
1374	502477	3151904
1375	502796	3151247
1376	503169	3150927
1377	503481	3150227
1378	503796	3149548
1379	504084	3148701
1380	504519	3148772
1381	504833	3148083
1382	505115	3147201
1383	505448	3146635
1384	505768	3145991
1385	506042	3145059
1386	506411	3144714
1387	506737	3144108
1388	507091	3143672
1389	507413	3143045
1390	507731	3142384
1391	508055	3141769
1392	508391	3141222
1393	508718	3140625
1394	509067	3140164
1395	509468	3140017
1396	509768	3139251
1397	510106	3138724
1398	510465	3138322
1399	510731	3137348
1400	511079	3136879
1401	511380	3136129
1402	511755	3135823
1403	512136	3135558
1404	512465	3134977
1405	512841	3134677
1406	513196	3134253
1407	513603	3134147
1408	513956	3133712
1409	514188	3132535
1410	514551	3132164
1411	515015	3132401
1412	515304	3131575
1413	515566	3130590
1414	515938	3130269
1415	516307	3129933
1416	516572	3128965
1417	516961	3128748
1418	517356	3128566
1419	517679	3127953
1420	518026	3127478
1421	518273	3126408
1422	518663	3126194
1423	519009	3125721
1424	519581	3126604
1425	520192	3127721
1426	520841	3129066
1427	521177	3128524
1428	521515	3128000
1429	521912	3127822
1430	522360	3127958
1431	522824	3128181
1432	523183	3127782
1433	523471	3126956
1434	523929	3127146
1435	524269	3126630
1436	524517	3125569
1437	524978	3125774
1438	525531	3126530
1439	526098	3127363
1440	526647	3128089
1441	526978	3127515
1442	527389	3127423
1443	527826	3127483
1444	528161	3126932
1445	528549	3126703
1446	528830	3125840
1447	529165	3125292
1448	529530	3124923
1449	529950	3124879
1450	530274	3124272
1451	530576	3123529
1452	530945	3123184
1453	531319	3122872
1454	531647	3122289
1455	532041	3122090
1456	532439	3121914
1457	532780	3121404
1458	533274	3121796
1459	533767	3122174
1460	534142	3121863
1461	534748	3122904
1462	535119	3122568
1463	535751	3123751
1464	536222	3123999
1465	536610	3123763
1466	537066	3123917
1467	537495	3123919
1468	537892	3123732
1469	538403	3124207
1470	538882	3124489
1471	539405	3125034
1472	539904	3125434
1473	540260	3125007
1474	540897	3126203
1475	541345	3126307
1476	541763	3126234
1477	542100	3125694
1478	542493	3125481
1479	543041	3126160
1480	543428	3125905
1481	543903	3126161
1482	544446	3126801
1483	544906	3126971
1484	545457	3127659
1485	545907	3127761
1486	546352	3127838
1487	546917	3128603
1488	547441	3129128
1489	547951	3129572
1490	548328	3129263
1491	548762	3129268
1492	549120	3128847
1493	549408	3128023
1494	549753	3127527
1495	550087	3126969
1496	550496	3126834
