iter	Passed	Remaining
2521	1025613	3041054
2522	1026031	3040679
2523	1026429	3040247
2524	1026780	3039676
2525	1027296	3039593
2526	1028027	3040144
2527	1028411	3039672
2528	1028875	3039434
2529	1029386	3039335
2530	1029756	3038818
2531	1030389	3039078
2532	1030852	3038836
2533	1031462	3039027
2534	1031735	3038227
2535	1032097	3037687
2536	1032347	3036819
2537	1032716	3036299
2538	1033047	3035670
2539	1033888	3036538
2540	1034329	3036231
2541	1035060	3036775
2542	1035632	3036849
2543	1036222	3036978
2544	1036817	3037120
2545	1037321	3036996
2546	1037878	3037027
2547	1038240	3036486
2548	1038622	3036005
2549	1039159	3035976
2550	1039566	3035566
2551	1039900	3034944
2552	1040279	3034455
2553	1040647	3033932
2554	1041007	3033386
2555	1041339	3032758
2556	1041613	3031964
2557	1042018	3031549
2558	1042611	3031679
2559	1042917	3030979
2560	1043346	3030634
2561	1043800	3030363
2562	1044149	3029784
2563	1044530	3029300
2564	1044969	3028986
2565	1045375	3028572
2566	1045834	3028315
2567	1046307	3028098
2568	1046721	3027710
2569	1047099	3027216
2570	1047697	3027361
2571	1048016	3026698
2572	1048678	3027025
2573	1049222	3027012
2574	1049549	3026370
2575	1050058	3026254
2576	1050677	3026455
2577	1051144	3026218
2578	1051738	3026347
2579	1052145	3025936
2580	1052601	3025668
2581	1052893	3024926
2582	1053224	3024299
2583	1053688	3024052
2584	1054053	3023522
2585	1054405	3022956
2586	1054804	3022521
2587	1055213	3022118
2588	1055509	3021391
2589	1055812	3020683
2590	1056365	3020691
2591	1056704	3020087
2592	1057078	3019583
2593	1057549	3019356
2594	1058024	3019141
2595	1058410	3018671
2596	1058811	3018245
2597	1059095	3017485
2598	1059429	3016867
2599	1059737	3016177
2600	1060126	3015715
2601	1060380	3014872
2602	1060762	3014391
2603	1061572	3015128
2604	1062319	3015682
2605	1063563	3017647
2606	1064096	3017592
2607	1064435	3016988
2608	1065395	3018145
2609	1065653	3017310
2610	1066071	3016930
2611	1066778	3017367
2612	1067167	3016903
2613	1067596	3016552
2614	1067848	3015701
2615	1068231	3015221
2616	1068682	3014935
2617	1069075	3014482
2618	1069404	3013849
2619	1070144	3014375
2620	1070686	3014343
2621	1071004	3013680
2622	1071422	3013299
2623	1071887	3013050
2624	1072334	3012748
2625	1072631	3012028
2626	1072882	3011176
2627	1073136	3010335
2628	1073474	3009730
2629	1073864	3009271
2630	1074323	3009005
2631	1074858	3008949
2632	1075402	3008922
2633	1075943	3008882
2634	1076620	3009227
2635	1076975	3008667
2636	1077418	3008354
2637	1077781	3007819
2638	1078101	3007162
2639	1078567	3006914
2640	1078892	3006274
2641	1079265	3005767
2642	1079626	3005227
2643	1080059	3004886
2644	1080445	3004415
2645	1080781	3003804
2646	1081171	3003344
2647	1081493	3002697
2648	1081808	3002027
2649	1082269	3001765
2650	1082602	3001148
2651	1082924	3000501
2652	1083344	3000125
2653	1083593	2999274
2654	1083934	2998680
2655	1084280	2998100
2656	1084669	2997640
2657	1084984	2996973
2658	1085310	2996337
2659	1085744	2996001
2660	1086105	2995463
2661	1086403	2994750
2662	1086771	2994233
2663	1087138	2993711
2664	1087388	2992869
2665	1087843	2992588
2666	1088195	2992027
2667	1088625	2991680
2668	1088988	2991149
2669	1089297	2990468
2670	1089660	2989936
2671	1090038	2989447
2672	1090463	2989085
2673	1090774	2988413
2674	1091153	2987924
2675	1091583	2987578
2676	1091912	2986953
2677	1092238	2986321
2678	1092660	2985953
2679	1093112	2985665
2680	1093487	2985167
2681	1093881	2984720
2682	1094263	2984243
2683	1094620	2983696
2684	1094972	2983138
2685	1095301	2982513
2686	1095603	2981819
2687	1095915	2981151
2688	1096378	2980894
2689	1096711	2980282
2690	1097060	2979715
2691	1097425	2979193
2692	1097712	2978456
2693	1098082	2977948
2694	1098455	2977445
2695	1098795	2976856
2696	1099108	2976191
2697	1099475	2975673
2698	1099935	2975409
2699	1100303	2974894
2700	1100577	2974126
2701	1101043	2973876
2702	1101423	2973395
2703	1101746	2972760
2704	1102086	2972170
2705	1102451	2971647
2706	1102850	2971217
2707	1103222	2970714
2708	1103576	2970164
2709	1103909	2969556
2710	1104235	2968931
2711	1104660	2968572
2712	1105008	2968004
2713	1105323	2967350
2714	1105749	2966993
2715	1106103	2966443
2716	1106479	2965951
2717	1106851	2965449
2718	1107231	2964968
2719	1107570	2964381
2720	1107817	2963545
2721	1108242	2963183
2722	1108556	2962528
2723	1108904	2961962
2724	1109335	2961620
2725	1109661	2960995
2726	1110139	2960779
2727	1110777	2960987
2728	1111255	2960769
2729	1111871	2960918
2730	1112247	2960428
2731	1112602	2959882
2732	1113025	2959516
2733	1113346	2958879
2734	1113656	2958213
2735	1114113	2957938
2736	1114474	2957409
2737	1114754	2956663
2738	1115059	2955985
2739	1115533	2955756
2740	1115820	2955030
2741	1116163	2954453
2742	1116597	2954117
2743	1116936	2953532
2744	1117340	2953117
2745	1118055	2953522
2746	1118432	2953037
2747	1118743	2952375
2748	1119166	2952008
2749	1119526	2951479
2750	1119865	2950893
2751	1120310	2950585
2752	1120635	2949962
2753	1120991	2949420
2754	1121350	2948887
2755	1121749	2948458
2756	1122022	2947699
2757	1122364	2947123
2758	1122754	2946671
2759	1123093	2946085
2760	1123396	2945405
2761	1123711	2944758
2762	1124056	2944190
2763	1124404	2943628
2764	1124717	2942976
2765	1125356	2943176
2766	1125744	2942722
2767	1126334	2942793
2768	1126825	2942605
2769	1127203	2942121
2770	1127609	2941714
2771	1127976	2941202
2772	1128321	2940633
2773	1128768	2940331
2774	1129138	2939828
2775	1129461	2939203
2776	1129776	2938557
2777	1130130	2938012
2778	1130441	2937358
2779	1130771	2936750
2780	1131265	2936571
2781	1131557	2935866
2782	1131924	2935358
2783	1132339	2934972
2784	1132669	2934366
2785	1133039	2933863
2786	1133386	2933303
2787	1133812	2932946
2788	1134194	2932476
2789	1134591	2932044
2790	1134984	2931603
2791	1135264	2930868
2792	1135608	2930302
2793	1135962	2929759
2794	1136218	2928963
2795	1136511	2928265
2796	1136819	2927604
2797	1137247	2927254
2798	1137562	2926613
2799	1137946	2926146
2800	1138447	2925984
2801	1138783	2925396
2802	1139139	2924860
2803	1139587	2924562
2804	1139941	2924021
2805	1140276	2923431
2806	1140657	2922959
2807	1141017	2922435
2808	1141497	2922217
2809	1142076	2922252
2810	1142505	2921903
2811	1143019	2921773
2812	1143525	2921621
2813	1143864	2921042
2814	1144172	2920382
2815	1144627	2920099
2816	1144963	2919515
2817	1145312	2918961
2818	1145693	2918491
2819	1146017	2917873
2820	1146394	2917392
2821	1146779	2916931
2822	1147186	2916528
2823	1147536	2915979
2824	1147834	2915297
2825	1148215	2914825
2826	1148565	2914276
2827	1148863	2913596
2828	1149331	2913346
2829	1149626	2912658
2830	1149950	2912043
2831	1150332	2911575
2832	1150638	2910915
2833	1150966	2910313
2834	1151384	2909937
2835	1151780	2909504
2836	1152128	2908951
2837	1152486	2908423
2838	1152893	2908020
2839	1153190	2907338
2840	1153732	2907276
2841	1154295	2907264
2842	1154748	2906977
2843	1155341	2907041
2844	1155664	2906425
2845	1156062	2905997
2846	1156438	2905517
2847	1156781	2904951
2848	1157066	2904241
2849	1157561	2904057
2850	1157885	2903445
2851	1158177	2902754
2852	1158556	2902278
2853	1158869	2901640
2854	1159168	2900966
2855	1159482	2900330
2856	1159894	2899939
2857	1160165	2899194
2858	1160505	2898625
2859	1160845	2898054
2860	1161251	2897649
2861	1161579	2897050
2862	1161974	2896615
2863	1162334	2896096
2864	1162724	2895650
2865	1163090	2895146
2866	1163487	2894718
2867	1163794	2894067
2868	1164160	2893562
2869	1164611	2893268
2870	1165001	2892823
2871	1165339	2892248
2872	1165673	2891665
2873	1166022	2891119
2874	1166323	2890454
2875	1166781	2890178
2876	1167082	2889512
2877	1167403	2888896
2878	1167971	2888893
2879	1168394	2888529
2880	1169071	2888794
2881	1169548	2888564
2882	1169915	2888063
2883	1170394	2887838
2884	1170728	2887254
2885	1171057	2886661
2886	1171539	2886442
2887	1171884	2885886
2888	1172261	2885411
2889	1172699	2885084
2890	1173085	2884630
2891	1173445	2884112
2892	1173916	2883866
2893	1174198	2883157
2894	1174709	2883009
2895	1175145	2882676
2896	1175472	2882079
2897	1175791	2881460
2898	1176200	2881063
2899	1176615	2880679
2900	1176913	2880009
2901	1177189	2879286
2902	1177573	2878827
2903	1177899	2878227
2904	1178208	2877585
2905	1178451	2876784
2906	1178910	2876509
2907	1179214	2875855
2908	1179517	2875200
2909	1179920	2874788
2910	1180300	2874321
2911	1180660	2873804
2912	1181104	2873494
2913	1181431	2872897
2914	1181783	2872362
2915	1182217	2872025
2916	1182481	2871278
2917	1182816	2870702
2918	1183160	2870147
2919	1183577	2869769
2920	1183882	2869122
2921	1184476	2869172
2922	1184941	2868913
2923	1185364	2868550
2924	1185911	2868485
2925	1186425	2868342
2926	1186780	2867817
2927	1187261	2867593
2928	1187574	2866965
2929	1187926	2866429
2930	1188306	2865964
2931	1188714	2865564
2932	1189051	2864993
2933	1189323	2864266
2934	1189743	2863897
2935	1190001	2863137
2936	1190245	2862343
2937	1190632	2861895
2938	1191031	2861474
2939	1191404	2860991
2940	1191810	2860589
2941	1192130	2859978
2942	1192493	2859471
2943	1192845	2858940
2944	1193243	2858516
2945	1193564	2857911
2946	1193956	2857473
2947	1194389	2857134
2948	1194758	2856644
2949	1195076	2856029
2950	1195397	2855423
2951	1195736	2854861
2952	1196073	2854293
2953	1196341	2853563
2954	1196719	2853092
2955	1197036	2852477
2956	1197408	2851994
2957	1197870	2851724
2958	1198193	2851126
2959	1198545	2850594
2960	1198954	2850199
2961	1199323	2849709
2962	1199688	2849210
2963	1200124	2848879
2964	1200450	2848285
2965	1200840	2847845
2966	1201244	2847438
2967	1201646	2847028
2968	1202110	2846763
2969	1202759	2846936
2970	1203200	2846616
2971	1203576	2846142
2972	1204115	2846054
2973	1204433	2845444
2974	1204679	2844664
2975	1204941	2843920
2976	1205366	2843563
2977	1205656	2842888
2978	1206048	2842452
2979	1206456	2842054
2980	1206771	2841439
2981	1207105	2840867
2982	1207566	2840594
2983	1207913	2840053
2984	1208254	2839498
2985	1208607	2838972
2986	1209102	2838779
2987	1209395	2838113
2988	1209730	2837545
2989	1210169	2837220
2990	1210679	2837061
2991	1211207	2836945
2992	1211668	2836671
2993	1212165	2836482
2994	1212764	2836532
2995	1213135	2836047
2996	1213467	2835474
2997	1213886	2835101
2998	1214206	2834498
2999	1214567	2833991
3000	1214946	2833526
3001	1215281	2832958
3002	1215562	2832264
3003	1215858	2831606
3004	1216313	2831318
3005	1216614	2830672
3006	1216933	2830069
3007	1217375	2829750
3008	1217688	2829132
3009	1218018	2828553
3010	1218461	2828238
3011	1218877	2827861
3012	1219235	2827347
3013	1219648	2826962
3014	1219992	2826416
3015	1220343	2825888
3016	1220729	2825440
3017	1221204	2825198
3018	1221692	2824987
3019	1222425	2825339
3020	1222878	2825048
3021	1223142	2824318
3022	1223514	2823836
3023	1223838	2823247
3024	1224144	2822614
3025	1224573	2822264
3026	1224945	2821785
3027	1225338	2821354
3028	1225778	2821031
3029	1226083	2820396
3030	1226417	2819829
3031	1226800	2819374
3032	1227173	2818899
3033	1227520	2818360
3034	1227867	2817825
3035	1228295	2817472
3036	1228638	2816927
3037	1229003	2816433
3038	1229461	2816150
3039	1229770	2815526
3040	1230021	2814771
3041	1230487	2814507
3042	1230863	2814038
3043	1231306	2813722
3044	1231689	2813267
3045	1232063	2812794
3046	1232395	2812224
3047	1232722	2811642
3048	1233110	2811201
3049	1233561	2810903
3050	1234130	2810873
3051	1234895	2811289
3052	1235680	2811750
3053	1236005	2811163
3054	1236994	2812087
3055	1237522	2811962
3056	1238010	2811744
3057	1238439	2811394
3058	1238730	2810730
3059	1239139	2810335
3060	1239637	2810140
3061	1240006	2809655
3062	1240336	2809080
3063	1240748	2808692
3064	1241436	2808926
3065	1241842	2808524
3066	1242157	2807915
3067	1242453	2807263
3068	1242746	2806607
3069	1243189	2806287
3070	1243510	2805694
3071	1243857	2805157
3072	1244294	2804826
3073	1244584	2804162
3074	1244926	2803615
3075	1245328	2803203
3076	1245651	2802615
3077	1246142	2802402
3078	1247175	2803410
3079	1247721	2803321
3080	1248154	2802980
3081	1248481	2802399
3082	1248887	2801995
3083	1249431	2801903
3084	1249928	2801703
3085	1250577	2801845
3086	1251088	2801675
3087	1251560	2801420
3088	1251963	2801009
3089	1252237	2800311
3090	1252568	2799738
3091	1253003	2799402
3092	1253420	2799021
3093	1253742	2798431
3094	1254220	2798187
3095	1254510	2797524
3096	1254846	2796965
3097	1255248	2796554
3098	1255627	2796090
3099	1256013	2795643
3100	1256534	2795494
3101	1256869	2794935
3102	1257191	2794344
3103	1257541	2793816
3104	1258096	2793743
3105	1258420	2793159
3106	1258828	2792760
3107	1259342	2792596
3108	1259713	2792115
3109	1260040	2791536
3110	1260526	2791310
3111	1260974	2790999
3112	1261336	2790499
3113	1261859	2790354
3114	1262236	2789886
3115	1262567	2789316
3116	1263033	2789046
3117	1263606	2789012
3118	1264136	2788881
3119	1264782	2789006
3120	1265379	2789024
3121	1265719	2788475
3122	1266066	2787940
3123	1266377	2787328
3124	1266795	2786949
3125	1267130	2786389
3126	1267509	2785927
3127	1268076	2785875
3128	1268502	2785516
3129	1268929	2785159
3130	1269635	2785411
3131	1270544	2786111
3132	1270884	2785561
3133	1271310	2785200
3134	1271747	2784862
3135	1272179	2784515
3136	1272522	2783971
3137	1272963	2783645
3138	1273334	2783162
3139	1273665	2782594
3140	1274165	2782394
3141	1274477	2781785
3142	1274832	2781268
3143	1275238	2780862
3144	1275558	2780270
3145	1275849	2779616
3146	1276237	2779171
3147	1276692	2778874
3148	1277019	2778299
3149	1277407	2777853
3150	1277910	2777661
3151	1278318	2777261
3152	1279065	2777597
3153	1279579	2777426
3154	1280052	2777166
3155	1280771	2777438
3156	1281197	2777078
3157	1281742	2776973
3158	1282157	2776587
3159	1282630	2776326
3160	1283047	2775943
3161	1283651	2775967
3162	1284164	2775793
3163	1284440	2775105
3164	1284842	2774691
3165	1285288	2774371
3166	1285633	2773834
3167	1285982	2773305
3168	1286322	2772758
3169	1286665	2772216
3170	1287022	2771705
3171	1287383	2771202
3172	1287868	2770967
3173	1288162	2770319
3174	1288549	2769874
3175	1289012	2769590
3176	1289322	2768980
3177	1289647	2768400
3178	1289949	2767771
3179	1290270	2767184
3180	1290637	2766695
3181	1290906	2765997
3182	1291358	2765689
3183	1291675	2765094
3184	1292033	2764585
3185	1292574	2764470
3186	1293111	2764344
3187	1293764	2764467
3188	1294297	2764334
3189	1294887	2764321
3190	1295397	2764137
3191	1295720	2763553
3192	1296243	2763398
3193	1296584	2762854
3194	1296956	2762374
3195	1297435	2762124
3196	1297844	2761725
3197	1298174	2761157
3198	1298444	2760463
3199	1298781	2759910
3200	1299160	2759448
3201	1299614	2759144
3202	1300081	2758868
3203	1300430	2758340
3204	1300756	2757766
3205	1301178	2757395
3206	1301810	2757467
3207	1302228	2757087
3208	1302525	2756451
3209	1302858	2755890
3210	1303199	2755347
3211	1303607	2754947
3212	1304075	2754671
3213	1304667	2754659
3214	1305148	2754411
3215	1305884	2754701
3216	1306368	2754459
3217	1306845	2754203
3218	1307520	2754364
3219	1307960	2754027
3220	1308478	2753857
3221	1308894	2753472
3222	1309236	2752930
3223	1309644	2752528
3224	1309996	2752007
3225	1310294	2751375
3226	1310644	2750850
3227	1311088	2750523
3228	1311470	2750066
3229	1311780	2749458
3230	1312260	2749208
3231	1312634	2748735
3232	1313137	2748532
3233	1313762	2748582
3234	1314273	2748396
3235	1314936	2748526
3236	1315610	2748679
3237	1316087	2748420
3238	1316441	2747904
3239	1316783	2747362
3240	1317245	2747072
3241	1317579	2746515
3242	1317969	2746074
3243	1318477	2745879
3244	1318851	2745404
3245	1319263	2745010
3246	1319703	2744673
3247	1320073	2744192
3248	1320359	2743535
3249	1320819	2743239
3250	1321125	2742625
3251	1321475	2742102
3252	1321757	2741438
3253	1322194	2741095
3254	1322583	2740652
3255	1323209	2740701
3256	1323589	2740240
3257	1324029	2739904
3258	1324462	2739552
3259	1324874	2739157
3260	1325251	2738691
3261	1325731	2738436
3262	1326083	2737917
3263	1326500	2737532
3264	1327014	2737347
3265	1327568	2737245
3266	1328004	2736899
3267	1328537	2736755
3268	1329123	2736718
3269	1329651	2736560
3270	1330185	2736416
3271	1330699	2736230
3272	1331182	2735979
3273	1331555	2735503
3274	1331908	2734986
3275	1332277	2734503
3276	1332640	2734007
3277	1333076	2733661
3278	1333483	2733254
3279	1333852	2732770
3280	1334225	2732295
3281	1334608	2731839
3282	1334944	2731288
3283	1335435	2731054
3284	1335745	2730450
3285	1336268	2730281
3286	1336896	2730327
3287	1337596	2730519
3288	1338187	2730487
3289	1338567	2730027
3290	1339003	2729680
3291	1339380	2729212
3292	1339698	2728623
3293	1340080	2728167
3294	1340394	2727571
3295	1340734	2727027
3296	1341243	2726828
3297	1341612	2726344
3298	1341997	2725894
3299	1342595	2725876
3300	1342988	2725441
3301	1343396	2725035
3302	1343883	2724791
3303	1344219	2724242
3304	1344633	2723849
3305	1345141	2723647
3306	1345527	2723197
3307	1345814	2722548
3308	1346267	2722235
3309	1346616	2721711
3310	1346976	2721210
3311	1347482	2721002
3312	1347962	2720744
3313	1348410	2720420
3314	1348877	2720134
3315	1349374	2719909
3316	1349973	2719888
3317	1350284	2719288
3318	1350618	2718734
3319	1351066	2718411
3320	1351436	2717929
3321	1351987	2717812
3322	1352392	2717401
3323	1352714	2716824
3324	1353030	2716233
3325	1353359	2715670
3326	1353690	2715111
3327	1354005	2714519
3328	1354356	2714002
3329	1354791	2713650
3330	1355259	2713368
3331	1355569	2712767
3332	1356009	2712425
3333	1356371	2711929
3334	1356677	2711320
3335	1357157	2711059
3336	1357535	2710595
3337	1357865	2710035
3338	1358298	2709681
3339	1358692	2709249
3340	1358994	2708634
3341	1359509	2708441
3342	1359832	2707868
3343	1360270	2707523
3344	1360688	2707138
3345	1361085	2706714
3346	1361542	2706406
3347	1362032	2706165
3348	1362433	2705747
3349	1362828	2705315
3350	1363196	2704832
3351	1363463	2704148
3352	1363751	2703505
3353	1364177	2703136
3354	1364509	2702583
3355	1364837	2702021
3356	1365272	2701670
3357	1365589	2701085
3358	1365930	2700548
3359	1366507	2700478
3360	1367056	2700353
3361	1367537	2700092
3362	1368102	2699998
3363	1368506	2699585
3364	1368929	2699211
3365	1369282	2698698
3366	1369630	2698175
3367	1369979	2697656
3368	1370425	2697326
3369	1370774	2696806
3370	1371114	2696266
3371	1371543	2695905
3372	1371901	2695401
3373	1372241	2694865
3374	1372708	2694576
3375	1372987	2693917
3376	1373389	2693503
3377	1373751	2693007
3378	1374022	2692334
3379	1374404	2691881
3380	1375045	2691933
3381	1375516	2691652
3382	1376069	2691531
3383	1376549	2691267
3384	1376921	2690792
3385	1377263	2690259
3386	1377676	2689865
3387	1378007	2689311
3388	1378277	2688638
3389	1378686	2688236
3390	1379026	2687699
3391	1379298	2687030
3392	1379557	2686334
3393	1379967	2685936
3394	1380263	2685313
3395	1380546	2684666
3396	1380982	2684317
3397	1381332	2683801
3398	1381800	2683513
3399	1382391	2683465
3400	1382831	2683123
3401	1383245	2682732
3402	1383741	2682498
3403	1384183	2682160
3404	1384528	2681634
3405	1384941	2681239
3406	1385324	2680788
3407	1385680	2680282
3408	1386179	2680055
3409	1386448	2679382
3410	1386780	2678831
3411	1387250	2678547
3412	1387612	2678056
3413	1387969	2677553
3414	1388486	2677360
3415	1388848	2676866
3416	1389332	2676608
3417	1390530	2677727
3418	1391321	2678060
3419	1392066	2678302
3420	1392555	2678053
3421	1393055	2677826
3422	1393571	2677627
3423	1394084	2677423
3424	1394501	2677035
3425	1395034	2676870
3426	1395426	2676434
3427	1396013	2676371
3428	1396389	2675903
3429	1396763	2675433
3430	1397281	2675238
3431	1397591	2674645
3432	1397888	2674025
3433	1398295	2673619
3434	1398749	2673301
3435	1399226	2673027
3436	1399696	2672741
3437	1400351	2672805
3438	1400971	2672805
3439	1401625	2672867
3440	1402207	2672792
3441	1402768	2672677
3442	1403125	2672173
3443	1403656	2672000
3444	1404067	2671600
3445	1404436	2671118
3446	1404973	2670958
3447	1405399	2670584
3448	1405865	2670289
3449	1406230	2669799
3450	1406626	2669370
3451	1407156	2669194
3452	1407558	2668776
3453	1407998	2668429
3454	1408460	2668124
3455	1408825	2667637
3456	1409209	2667184
3457	1409897	2667308
3458	1410455	2667183
3459	1410982	2667001
3460	1411443	2666694
3461	1411902	2666383
3462	1412530	2666390
3463	1412911	2665932
3464	1413163	2665229
3465	1413616	2664907
3466	1414034	2664519
3467	1414387	2664007
3468	1414823	2663653
3469	1415302	2663379
3470	1415829	2663196
3471	1416323	2662948
3472	1416835	2662737
3473	1417475	2662765
3474	1417854	2662302
3475	1418275	2661919
3476	1418660	2661468
3477	1418986	2660906
3478	1419483	2660664
3479	1419853	2660185
3480	1420209	2659679
3481	1420659	2659350
3482	1420972	2658764
3483	1421328	2658260
3484	1421745	2657869
3485	1422174	2657499
3486	1422538	2657009
3487	1422903	2656522
3488	1423236	2655974
3489	1423583	2655452
3490	1424050	2655155
3491	1424574	2654963
3492	1424928	2654455
3493	1425409	2654182
3494	1425954	2654030
3495	1426322	2653546
3496	1426793	2653255
3497	1427423	2653261
3498	1428027	2653217
3499	1428458	2652851
3500	1428843	2652400
3501	1429376	2652224
3502	1429642	2651552
3503	1429943	2650944
3504	1430585	2650970
3505	1431012	2650598
3506	1431467	2650276
3507	1432052	2650195
3508	1432433	2649737
3509	1432740	2649141
3510	1433147	2648731
3511	1433688	2648568
3512	1434281	2648500
3513	1434825	2648342
3514	1435485	2648399
3515	1435868	2647943
3516	1436237	2647463
3517	1436638	2647041
3518	1437023	2646588
3519	1437373	2646073
3520	1437815	2645728
3521	1438099	2645090
3522	1438416	2644513
3523	1438728	2643929
3524	1439145	2643536
3525	1439472	2642978
3526	1440151	2643067
3527	1440679	2642878
3528	1441177	2642635
3529	1441735	2642500
3530	1442002	2641832
3531	1442348	2641310
3532	1442776	2640938
3533	1443174	2640511
3534	1443528	2640002
3535	1444005	2639719
3536	1444321	2639142
3537	1444688	2638658
3538	1445077	2638216
3539	1445415	2637679
3540	1445739	2637116
3541	1446072	2636571
3542	1446473	2636150
3543	1446740	2635483
3544	1447247	2635255
3545	1447923	2635334
3546	1448517	2635265
3547	1449112	2635195
3548	1449485	2634723
3549	1449807	2634157
3550	1450205	2633730
3551	1450468	2633057
3552	1450895	2632683
3553	1451341	2632342
3554	1451736	2631910
3555	1452076	2631377
3556	1452527	2631047
3557	1452857	2630497
3558	1453228	2630020
3559	1453635	2629609
3560	1453984	2629094
3561	1454241	2628413
3562	1454781	2628243
3563	1455174	2627805
3564	1455620	2627466
3565	1456126	2627234
3566	1456607	2626956
3567	1456976	2626477
3568	1457401	2626100
3569	1457709	2625510
3570	1458060	2624999
3571	1458448	2624553
3572	1458801	2624046
3573	1459169	2623564
3574	1459623	2623239
3575	1459962	2622707
3576	1460287	2622149
3577	1460604	2621576
3578	1461059	2621252
3579	1461496	2620895
3580	1462110	2620857
3581	1462549	2620503
3582	1462962	2620103
3583	1463535	2619989
3584	1463926	2619549
3585	1464400	2619260
3586	1464814	2618860
3587	1465193	2618400
3588	1465578	2617949
3589	1465946	2617469
3590	1466349	2617052
3591	1466799	2616717
3592	1467197	2616291
3593	1467542	2615769
3594	1468021	2615486
3595	1468449	2615114
3596	1468770	2614550
3597	1469322	2614398
3598	1469835	2614174
3599	1470342	2613942
3600	1470791	2613606
3601	1471246	2613279
3602	1471724	2612995
3603	1472055	2612449
3604	1472318	2611783
3605	1472655	2611247
3606	1473100	2610905
3607	1473453	2610397
3608	1473738	2609770
3609	1474221	2609494
3610	1474534	2608917
3611	1474897	2608428
3612	1475355	2608107
3613	1475679	2607550
3614	1476024	2607030
3615	1476511	2606760
3616	1476987	2606472
3617	1477500	2606249
3618	1478020	2606037
3619	1478446	2605660
3620	1478958	2605433
3621	1479378	2605045
3622	1479719	2604518
3623	1480162	2604170
3624	1480520	2603673
3625	1480933	2603273
3626	1481373	2602920
3627	1481710	2602386
3628	1482017	2601799
3629	1482385	2601321
3630	1482764	2600860
3631	1483069	2600271
3632	1483337	2599617
3633	1483788	2599283
3634	1484056	2598629
3635	1484414	2598133
3636	1484885	2597834
3637	1485376	2597570
3638	1485828	2597239
3639	1486410	2597134
3640	1486870	2596816
3641	1487278	2596408
3642	1487597	2595843
3643	1488041	2595496
3644	1488498	2595173
3645	1488851	2594669
3646	1489257	2594256
3647	1489624	2593776
3648	1489987	2593288
3649	1490313	2592736
3650	1490779	2592429
3651	1491133	2591926
3652	1491738	2591860
3653	1492337	2591782
3654	1492877	2591602
3655	1493310	2591237
3656	1493722	2590833
3657	1494138	2590439
3658	1494575	2590080
3659	1494948	2589611
3660	1495301	2589104
3661	1495668	2588625
3662	1495923	2587951
3663	1496285	2587463
3664	1496711	2587085
3665	1496991	2586455
3666	1497461	2586152
3667	1497946	2585877
3668	1498303	2585380
3669	1498680	2584918
3670	1499184	2584673
3671	1499738	2584515
3672	1500237	2584264
3673	1500820	2584155
3674	1501196	2583691
3675	1501597	2583270
3676	1501980	2582818
3677	1502369	2582377
3678	1502737	2581898
3679	1503070	2581360
3680	1503468	2580934
3681	1503876	2580524
3682	1504221	2580006
3683	1504584	2579521
3684	1505066	2579238
3685	1505502	2578876
3686	1505844	2578354
3687	1506392	2578186
3688	1506924	2577987
3689	1507486	2577843
3690	1508060	2577716
3691	1508430	2577242
3692	1508742	2576669
3693	1509100	2576173
3694	1509495	2575742
3695	1509939	2575395
3696	1510235	2574794
3697	1510661	2574416
3698	1511072	2574011
3699	1511484	2573608
3700	1511835	2573103
3701	1512264	2572728
3702	1512642	2572268
3703	1512935	2571664
3704	1513486	2571497
3705	1514052	2571356
3706	1514544	2571089
3707	1515039	2570827
3708	1515475	2570465
3709	1515795	2569907
3710	1516164	2569430
3711	1516526	2568944
3712	1516911	2568495
3713	1517360	2568154
3714	1517659	2567560
3715	1518068	2567153
3716	1518452	2566704
3717	1518836	2566252
3718	1519215	2565795
3719	1519514	2565201
3720	1519804	2564593
3721	1520321	2564367
3722	1520925	2564289
3723	1521355	2563917
3724	1521976	2563866
3725	1522404	2563490
3726	1522848	2563141
3727	1523285	2562780
3728	1523561	2562149
3729	1523898	2561620
3730	1524341	2561269
3731	1524662	2560714
3732	1525085	2560329
3733	1525454	2559855
3734	1525825	2559382
3735	1526125	2558792
3736	1526420	2558194
3737	1526813	2557759
3738	1527092	2557133
3739	1527499	2556723
3740	1527996	2556464
3741	1528593	2556370
3742	1529125	2556168
3743	1529628	2555917
3744	1530071	2555566
3745	1530449	2555107
3746	1530817	2554630
3747	1531268	2554293
3748	1531642	2553827
3749	1532032	2553387
3750	1532329	2552793
3751	1532742	2552392
3752	1533114	2551922
3753	1533477	2551438
3754	1533871	2551006
3755	1534279	2550597
3756	1534575	2550000
3757	1535128	2549832
3758	1535764	2549801
3759	1536201	2549441
3760	1536600	2549017
3761	1537014	2548616
3762	1537599	2548500
3763	1537940	2547980
3764	1538203	2547330
3765	1538536	2546796
3766	1538942	2546384
3767	1539283	2545864
3768	1539720	2545502
3769	1540030	2544931
3770	1540432	2544511
3771	1540852	2544122
3772	1541231	2543665
3773	1541603	2543196
3774	1542012	2542788
3775	1542382	2542316
3776	1542731	2541810
3777	1543074	2541293
3778	1543385	2540725
3779	1543711	2540181
3780	1543995	2539568
3781	1544333	2539044
3782	1544682	2538539
3783	1544994	2537971
3784	1545372	2537514
3785	1545626	2536852
3786	1545941	2536291
3787	1546341	2535868
3788	1546702	2535384
3789	1546970	2534746
3790	1547278	2534173
3791	1547695	2533779
